adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/OrYq215ZYM75dBaHt6v7EHEyPz.jpg,"[28, 12]",177677,en,Mission: Impossible - Rogue Nation,"Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organization committed to destroying the IMF.",61.04,/sGvcWcI99OTXLzghD7qXw00KaY5.jpg,2015-07-23,Mission: Impossible - Rogue Nation,False,7.206,8842
False,/3CXCdAhvHefOUztcUMboPQJskWP.jpg,[53],1361292,en,Cellar Door,"Looking for a fresh start after a miscarriage, a couple find themselves being gifted the house of their dreams with one caveat - they can never open the cellar door. Whether they can live without knowing triggers shocking consequences.",55.04,/9vasnPh69RoUg9oUpzXoErMVDB7.jpg,2024-10-31,Cellar Door,False,6.28,66
False,/cqnVuxXe6vA7wfNWubak3x36DKJ.jpg,"[28, 12, 14]",639933,en,The Northman,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",72.286,/aSSJMnHknzKjlZ6zybwD7eyJ4Po.jpg,2022-04-07,The Northman,False,7.1,4319
False,/cqnVuxXe6vA7wfNWubak3x36DKJ.jpg,"[28, 12, 14]",639933,en,The Northman,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",72.286,/aSSJMnHknzKjlZ6zybwD7eyJ4Po.jpg,2022-04-07,The Northman,False,7.1,4319
False,/6Vbm2nHxHMlZZ199fmZtMytpFvK.jpg,"[28, 53, 35, 18]",1309923,es,No negociable,"Hostage negotiator Alan Bender is called to rescue the president from a kidnapping, only to find himself also mediating to save his wife and marriage.",68.579,/bHQG4UsLMFCy91gfLAFRpnCOPdP.jpg,2024-07-25,Non Negotiable,False,6.1,98
False,/rfkIeCaIHhN3K5wjJJqKmfUjYp8.jpg,"[18, 36]",381284,en,Hidden Figures,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",56.272,/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg,2016-12-10,Hidden Figures,False,8.058,9753
False,/syKiIOqEoOi1Hb0Oh0n9cImcBab.jpg,"[27, 53]",756999,en,The Black Phone,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",66.774,/p9ZUzCyy9wRTDuuQexkQ78R2BgF.jpg,2022-06-17,The Black Phone,False,7.588,4961
False,/1E7kqUJghDRSgYkxDXAyoaVqQ96.jpg,"[12, 14, 18, 10749]",18239,en,The Twilight Saga: New Moon,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",60.5,/j5jM5pq78ObAXX1WhTsb115EkLl.jpg,2009-11-18,The Twilight Saga: New Moon,False,5.995,9204
False,/5RiVVJL7ul9Pw8av6YG8QCWPAPO.jpg,[18],1371029,en,Sonic & Shadow Lovely Lavat,"Sonic sends TikToks to his husband Shadow everyday but Shadow never respond,  Sonic thinks his husband Shadow doesn't love him and don't care about him,  they fight and Shadow makes Sonic cry and now Shadow doesn't know what to do.",55.015,/9x0XLsvTP3E15jA3n8OPuLB50Sk.jpg,2024-10-13,Sonic & Shadow Lovely Lavat,False,1.0,1
False,/9Ebn8atCcGk5OZrx4xmoTobAxoh.jpg,"[35, 10749]",1581,en,The Holiday,"Two women, one from the United States and one from the United Kingdom, swap homes at Christmas time after bad breakups with their boyfriends. Each woman finds romance with a local man but realizes that the imminent return home may end the relationship.",58.245,/h1ITOpvJN3Tw4Sy60w2QTfYMvdd.jpg,2006-12-05,The Holiday,False,7.1,5157
False,/6G2fLCVm9fiLyHvBrccq6GSe2ih.jpg,"[28, 12, 878]",284053,en,Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",75.748,/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,2017-10-02,Thor: Ragnarok,False,7.6,20799
False,/1m1rXopfNDVL3UMiv6kriYaJ3yE.jpg,"[80, 53, 28]",882059,en,Boy Kills World,"When his family is murdered, a deaf-mute named Boy escapes to the jungle and is trained by a mysterious shaman to repress his childish imagination and become an instrument of death.",50.056,/5oEzYfX3UjbP8s5Zu7b5Frgqzth.jpg,2024-04-24,Boy Kills World,False,6.837,588
False,/8oYykF1Qhrb8fC2qZqD71EzRywg.jpg,"[10751, 12, 18, 14]",278927,en,The Jungle Book,"A man-cub named Mowgli fostered by wolves. After a threat from the tiger Shere Khan, Mowgli is forced to flee the jungle, by which he embarks on a journey of self discovery with the help of the panther, Bagheera and the free-spirited bear, Baloo.",57.984,/2Epx7F9X7DrFptn4seqn4mzBVks.jpg,2016-04-07,The Jungle Book,False,6.865,8040
False,/yVSgw4UyXWg0Edl7KMehdhhgIwL.jpg,"[878, 28, 53]",34851,en,Predators,A group of cold-blooded killers find themselves trapped on an alien planet to be hunted by extraterrestrial Predators.,66.722,/gsnUhWMYLSD8VZS7nrMT9mj9BYr.jpg,2010-07-03,Predators,False,6.272,4136
False,/fIZjG2IRlBax5zdD6T9ejl1NtUN.jpg,"[18, 27]",143477,ja,東京ディープスロート夫人,"Kumi Taguchi is a model who leaves her boxer boyfriend after he sustains an injury. She meets and quickly marries Hideo, the heir to a corporate empire. Hideo's father, Takehiko, lusts after Kumi. Takehiko sends his son away, ostensibly on a business trip, but actually so that he can be murdered by Takehiko's henchmen. Takehiko seduces Kumi, but is frustrated when she refuses to perform oral sex on him. Angered, Takehiko forces Kumi to undergo surgery in which her clitoris is transferred to her throat, thereby requiring that she engage in oral sex in order to have an orgasm. Hideo, the supposedly murdered son, returns having paid off his assassins. Hideo shoots and kills his father, but Kumi grabs the gun and kills Hideo so that she can inherit the family's fortune",77.605,/fYoA2HT3LvFxANCQCCtDenQW7sJ.jpg,1975-12-05,Deep Throat in Tokyo,False,3.9,5
False,/kP8rK9dGS1pr0HrnmXfIi2heWjo.jpg,"[18, 28, 12, 36, 10752]",1495,en,Kingdom of Heaven,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",74.205,/uk55nBEFIQFveIiy9jvLGiVtk4h.jpg,2005-05-03,Kingdom of Heaven,False,7.0,4300
False,/86z1Yrwj7yN1xehSa0gIwHnR7xl.jpg,"[10751, 12, 16, 18]",37135,en,Tarzan,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",60.201,/bTvHlcqiOjGa3lFtbrTLTM3zasY.jpg,1999-06-18,Tarzan,False,7.398,6780
False,/8lL13GCrlOii2KvMaSom2rC16Zr.jpg,"[27, 53]",1262983,fr,MadS,"A teenager stops off to see his dealer to test a new drug before heading off for a night of partying. On the way home, he picks up an injured woman and the night takes a surreal turn.",66.368,/3xgcQHcYxGOrJNbwgXRGPPHCXVu.jpg,2024-10-25,MadS,False,7.1,63
False,/cSEOGRhd4WAu0Ph3XsvQGhup9Rz.jpg,"[18, 27]",6404,de,Nosferatu - Phantom der Nacht,A real estate agent leaves behind his beautiful wife to go to Transylvania to visit the mysterious Count Dracula and formalize the purchase of a property in Wismar.,86.682,/jHKzGYwf7P34vz8MhJBTN6cnaYD.jpg,1979-01-17,Nosferatu the Vampyre,False,7.3,884
False,/jncviKGvFlxdeh6vYWe9g4LmG3j.jpg,"[27, 53]",23823,en,Wrong Turn 3: Left for Dead,"A group of people find themselves trapped in the backwoods of West Virginia, fighting for their lives against a group of vicious and horribly disfigured inbred cannibals.",57.672,/e8KtlAif5YSMFLWAtG9nM97WYnT.jpg,2009-10-20,Wrong Turn 3: Left for Dead,False,5.7,1155
False,/2pViauhiZLhAUb1lsY6wRir69SF.jpg,[35],1621,en,Trading Places,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,50.161,/8mBuLCOcpWnmYtZc4aqtvDXslv6.jpg,1983-06-07,Trading Places,False,7.215,3308
False,/4w6nQYAY0eb7B0VVRDXilXcgAUV.jpg,"[80, 27, 9648]",4232,en,Scream,"A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.",56.153,/lr9ZIrmuwVmZhpZuTCW8D9g0ZJe.jpg,1996-12-20,Scream,False,7.4,7074
False,/sBOenwOZGRN5nZZGw4TxwtnfrEf.jpg,"[35, 28]",899112,en,Violent Night,"When a team of mercenaries breaks into a wealthy family compound on Christmas Eve, taking everyone inside hostage, the team isn’t prepared for a surprise combatant: Santa Claus is on the grounds, and he’s about to show why this Nick is no saint.",50.676,/e8CpMgdyihz9Td7amQDqubPuzfN.jpg,2022-11-30,Violent Night,False,7.3,2203
False,/eagBKhOpfNccNm5Op4nQkWds5eP.jpg,"[18, 10749]",464026,ko,가자! 장미여관으로,"Seong-soo hasn't had any physical contact with his girlfriend yet after 6 months of being together so he's always excited to see her. One day, Seong-soo succeeds in getting Min-ae into Rose Motel. When he is about to shower, Seong-soo discovers a small hole in the wall leading to the next room and watches the couple next door having intercourse. Seong-soo continues to watch out of curiosity but realizes he just watched celebrity Sara giving sexual favors to a big shot politician...",77.18,/8ogCczLG6EhQEnSWoqs6092bGm3.jpg,2013-08-14,Let's Go To Rose Motel,False,4.0,1
False,/ss0Os3uWJfQAENILHZUdX8Tt1OC.jpg,"[28, 12, 878]",545611,en,Everything Everywhere All at Once,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",69.908,/u68AjlvlutfEIcpmbYpKcdi09ut.jpg,2022-03-24,Everything Everywhere All at Once,False,7.8,6645
False,/8lBcqakI3F19NWkXdqE0M8W76b9.jpg,"[28, 18, 36, 10752]",197,en,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",58.636,/g8UItTLFApanO8rwDsl6qDjU9St.jpg,1995-05-24,Braveheart,False,7.941,10168
False,/6xHXziwAHr6n2g70Xjt6LCKIteV.jpg,"[27, 53]",1264429,id,Temurun,"After their mother dies during a violent break-in, two siblings move in with their estranged father discover their family's sinister heritage.",58.423,/2IeYZ2iYHEbTQUwRyWxYnM3KDsp.jpg,2024-05-30,Temurun,False,6.2,15
False,/ugiV9SpJburMOPeIyjBJyAnO1So.jpg,"[12, 14, 10751]",32657,en,Percy Jackson & the Olympians: The Lightning Thief,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",68.133,/brzpTyZ5bnM7s53C1KSk1TmrMO6.jpg,2010-02-01,Percy Jackson & the Olympians: The Lightning Thief,False,6.213,7464
False,/k37Ccgu05Am1xxgN5GaW0HX9Kkl.jpg,"[27, 878, 53]",1087388,en,Sting,"After raising an unnervingly talented spider in secret, 12-year-old Charlotte must face the truth about her pet and fight for her family's survival.",62.2,/zuSAZIG1PSrxFwPeAlGtg9LTwxo.jpg,2024-04-12,Sting,False,6.224,279
False,/9CkI4VsYF8qJWfZpPqwZnBctb3M.jpg,"[18, 10749]",50270,it,Paprika,"Mimma starts working in Madame Colette’s brothel to help her boyfriend financially. There she is rechristened “Paprika,” and falls in love with her first client, naval officer Franco. Despite this attraction, she begins her climb through the sex trade, residing in Italy’s most illustrious brothels.",61.423,/A2VdIkrwBtfbZphrzxpIvEfetjl.jpg,1991-02-13,Paprika,False,7.0,448
False,/30TgnSvXiL7NQoQ5WWwHqw0FRhA.jpg,"[18, 10749]",48650,es,Habitación en Roma,"A hotel room in the center of Rome serves as the setting for Alba and Natasha, two sexy and recently acquainted women, to have a physical adventure that touches their very souls.",77.367,/w90ItYf9qagQKVEBr1uFxPomAtf.jpg,2010-05-07,Room in Rome,False,6.4,730
False,/w5IDXtifKntw0ajv2co7jFlTQDM.jpg,"[878, 9648, 12]",62,en,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",58.362,/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg,1968-04-02,2001: A Space Odyssey,False,8.1,11580
False,,"[35, 16, 28, 10749]",374772,ja,ISUCA 第拾壱話「極楽」,"The OVA will be bundled with the 7th volume of the manga, scheduled to ship on August 26, 2015. It will be a sea bathing episode.",60.857,/MyTvBwS0jnknfWkDOfA6fCBKcj.jpg,2015-08-26,Isuca: Gokuraku,False,0.0,0
False,/9J8dyrMfr0oK9awMjufLDY5L8v0.jpg,"[35, 18, 10749]",50646,en,"Crazy, Stupid, Love.","Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",63.356,/p4RafgAPk558muOjnBMHhMArjS2.jpg,2011-07-29,"Crazy, Stupid, Love.",False,7.258,8527
False,/auJKGst3vXpJozHZh4nMFs0xWIU.jpg,"[12, 28, 878]",181812,en,Star Wars: The Rise of Skywalker,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",65.357,/db32LaOibwEliAmSL2jjDF6oDdj.jpg,2019-12-18,Star Wars: The Rise of Skywalker,False,6.312,9946
False,/vt37v6ouquokPYeEg3xqkzKjHRj.jpg,"[53, 18]",1248753,en,Amber Alert,"An ordinary rideshare becomes a high-stakes game of cat and mouse when Jaq and Shane receive an alert of a child abduction on their phones. Quickly realizing they are behind a car that matches the description of the kidnapper’s, Jaq and Shane desperately race against time to save the child’s life.",61.548,/sI0WxsgVFE5RkPA7G6PznWRxBEW.jpg,2024-09-27,Amber Alert,False,7.136,165
False,/wkPPRIducGfsbaUPsWfw0MCQdX7.jpg,"[28, 35, 12]",1051891,en,Thelma,"When 93-year-old Thelma Post gets duped by a phone scammer pretending to be her grandson, she sets out on a treacherous quest across the city to reclaim what was taken from her.",62.299,/rUcuageYgv9SsJoWuc0seRWG6JC.jpg,2024-06-21,Thelma,False,7.0,193
False,/shqLeIkqPAAXM8iT6wVDiXUYz1p.jpg,"[16, 14, 10751]",12429,ja,崖の上のポニョ,"When Sosuke, a young boy who lives on a clifftop overlooking the sea, rescues a stranded goldfish named Ponyo, he discovers more than he bargained for. Ponyo is a curious, energetic young creature who yearns to be human, but even as she causes chaos around the house, her father, a powerful sorcerer, schemes to return Ponyo to the sea.",58.346,/yp8vEZflGynlEylxEesbYasc06i.jpg,2008-07-19,Ponyo,False,7.74,4315
False,/tjmBUrys7BkctrkontuoiUiEZ0D.jpg,"[35, 10751, 10770]",12536,en,Home Alone 4,"Kevin McCallister's parents have split up. Now living with his mom, he decides to spend Christmas with his dad at the mansion of his father's rich girlfriend, Natalie. Meanwhile robber Marv Merchants, one of the villains from the first two movies, partners up with a new criminal named Vera to hit Natalie's mansion.",54.089,/qRktvMOO2QaCL7gvNyvZDoxPOZj.jpg,2002-11-03,Home Alone 4,False,4.5,1262
False,/yWZCOzib7BipGjYJ39nrplb1Fy.jpg,"[28, 16, 878]",303857,ja,ドラゴンボールZ 復活の「F」,"One peaceful day on Earth, two remnants of Frieza's army named Sorbet and Tagoma arrive searching for the Dragon Balls with the aim of reviving Frieza. They succeed, and Frieza subsequently seeks revenge on the Saiyans.",68.592,/soq3AxjALdBfdPAm8H7yuMmNL5Y.jpg,2015-04-18,Dragon Ball Z: Resurrection 'F',False,6.8,1912
False,/A99WMiz0ASpH9coOFrxSEuwTWx0.jpg,"[35, 18]",840430,en,The Holdovers,"A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam.",62.137,/VHSzNBTwxV8vh7wylo7O9CLdac.jpg,2023-10-27,The Holdovers,False,7.7,1742
False,/odblUdMERDmhQ4ei9Ja8tRZ4br6.jpg,"[12, 28]",85,en,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",65.56,/ceG9VzoRAVGwivFU403Wc3AHRys.jpg,1981-06-12,Raiders of the Lost Ark,False,7.927,12482
False,/tva2OlLELCagFynFibcefhn2D9i.jpg,"[12, 28, 53, 878]",604,en,The Matrix Reloaded,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",69.804,/9TGHDvWrqKBzwDxDodHYXEmOE6J.jpg,2003-05-15,The Matrix Reloaded,False,7.054,11008
False,/yK0McAZqBVUbuB0kOicXzCMUR0C.jpg,"[80, 35, 28]",1059064,en,The Instigators,"Rory and Cobby are unlikely partners thrown together for a heist. But when it goes awry, they team up to outrun police, backward bureaucrats, and a vengeful crime boss.",66.181,/thI9pM7Qu43f42sOOl5wy75UAo.jpg,2024-08-02,The Instigators,False,6.2,406
False,/iUGJVA370tgLC7U8syCvCZnNSRs.jpg,"[18, 35, 10749]",571030,de,La Palma,"Sanne's and Markus' relationship is in crisis. They go on holiday together, but accidentally fly to the wrong island. There, in desperation, they break into an empty holiday home and embark on a role-play using new identities. At first, the game is an exciting rediscovery of their relationship, but it becomes increasingly destructive as they force themselves into archaic roles.",50.644,/jYhnCRDHlLRMvzoULEPTx6FCXZE.jpg,2020-06-04,La Palma,False,5.2,3
False,/45kRTSFsRqOmmkSVJjgOE0XVPEQ.jpg,[27],1317218,en,Mr. Crocket,"A single mother thinks she's found the key to calming her child down – a VHS copy of a strange children's program named Mr. Crocket's World. However, a darker, bloodier secret waits to invade their home from inside the tape.",61.617,/t5TV6Y8yKZXTtg8Abf4uBGVH9mD.jpg,2024-09-26,Mr. Crocket,False,5.2,71
False,/y0UkXU8xPjWPqn590iHD38e0TKX.jpg,"[28, 18, 53]",1016346,bn,মাসুদ রানা: ধ্বংস পাহাড়,Elite Bangladeshi CIA agent Masud Rana – codename MR-9 – teams up with an American CIA operative to bring down an international criminal organization headed by a ruthless businessman.,60.571,/yF2g3MDacpZTMywh97qghW6Y0H4.jpg,2023-08-25,MR-9: Do or Die,False,6.5,157
False,/9il7qNbeYnPMYlutsVYDsj4hRyb.jpg,"[18, 28]",480530,en,Creed II,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",66.287,/v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg,2018-11-21,Creed II,False,7.0,5427
False,/hC9QftCUwQxgOoYrO6TwQ3Qr3HH.jpg,"[35, 10749]",10591,en,The Girl Next Door,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",59.027,/5mVyFHSY2rSsNgD4NfEwV82HigU.jpg,2004-04-09,The Girl Next Door,False,6.7,3550
False,/cL4HA8zHyRUZuMhA8wjL0uG4AJm.jpg,"[27, 16, 28]",57224,ja,バイオ・ハンター,"A strange virus known as the Demon Virus, attacks the human genetic code, transforming people into monsters with demonic powers. One particular monster is terrorizing the streets of Tokyo. ripping open young women to devour their livers. A famed psychic holds the secret to the identity and purpose of this monster. Now it is up to two molecular biologists. self-proclaimed Bio Hunters Komada and Koshigaya, to reach the psychic and his beautiful daughter before its too late! The Demon Virus is out to conquer the world.",86.568,/sv7lV9ZzfbbQDMQBPbEahSRrxKb.jpg,1995-12-08,Bio Hunter,False,5.9,44
False,/b1L7qevxiVpkVFq4dmdQPGFPWH0.jpg,"[27, 80, 18, 14]",836225,en,The Exorcism of God,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",63.283,/hangTmbxpSV4gpHG7MgSlCWSSFa.jpg,2022-03-11,The Exorcism of God,False,7.1,1073
False,/wRTZaxAiDP0ZEeQsO0HiiSqYCSp.jpg,"[16, 10751, 35, 12]",950,en,Ice Age: The Meltdown,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",62.759,/zDduhCHasKQ9YOTvlOreHem7Wbi.jpg,2006-03-29,Ice Age: The Meltdown,False,6.71,9729
False,/A6MQBEobDU0neBuKPqxkEYwD35K.jpg,"[28, 80, 53]",1005076,en,Duchess,"A tough, working-class petty criminal is drawn into the treacherous world of diamond smuggling and morphs into an anti-heroine to be reckoned with in the murky underworld.",60.289,/ktQeAXWnTTL8tXdqSYHiRyvzLrw.jpg,2024-08-01,Duchess,False,6.3,22
False,/klH8ti8LUaEhktnjdHb1RW8Yq6w.jpg,[35],5825,en,National Lampoon's Christmas Vacation,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.",46.988,/oat42hUw8XzKYUmfy0YLAxYd484.jpg,1989-11-30,National Lampoon's Christmas Vacation,False,7.2,2409
False,/klJMCIblHLFwCuGjKz7tyOpekIC.jpg,"[12, 28, 53]",36557,en,Casino Royale,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",53.489,/lMrxYKKhd4lqRzwUHAy5gcx9PSO.jpg,2006-11-14,Casino Royale,False,7.557,10727
False,/oyjIJTUUsF1nMdVXk3Q0ExBr0pQ.jpg,"[10751, 16, 10749, 14]",14128,en,Cinderella II: Dreams Come True,"As a newly crowned princess, Cinderella quickly learns that life at the Palace - and her royal responsibilities - are more challenging than she had imagined. In three heartwarming tales, Cinderella calls on her animal friends and her Fairy Godmother to help as she brings her own grace and charm to her regal role and discovers that being true to yourself is the best way to make your dreams come true.",57.731,/kEDbtKhZsqPo7ypCzoz3fkq73Pc.jpg,2002-02-23,Cinderella II: Dreams Come True,False,6.102,1455
False,/3ihhNttvuE7Gls9yf5Wv0NVsjR8.jpg,"[18, 35]",1119106,ja,劇場版 推しが武道館いってくれたら死ぬ,,61.04,/5N6TETkLKMTa2SxKVJfDyL80fQn.jpg,2023-05-12,"If My Favorite Pop Idol Made It to the Budokan, I Would Die: The Movie",False,6.0,1
False,/iXlHfi9hq7nfSv31pBab8fpMfZh.jpg,"[35, 10751, 14]",10830,en,Matilda,"Matilda Wormwood is an exquisite and intelligent little girl. Unfortunately, her parents, Harry and Zinnia misunderstand her because they think she is so different. As time passes, she finally starts school and has a kind teacher, loyal friends, and a sadistic headmistress. As she gets fed up with the constant cruelty, she begins to realize that she has a gift of telekinetic powers. After some days of practice, she suddenly turns the tables to stand up to Harry and Zinnia and outwit the headmistress.",60.964,/wYoDpWInsBEVSmWStnRH06ddoyk.jpg,1996-08-02,Matilda,False,7.164,4438
False,/sZIJkZPKySo398Me4HLeUM7eCy0.jpg,"[16, 28, 14]",20982,ja,劇場版 NARUTO -ナルト- 疾風伝,"Demons that once almost destroyed the world, are revived by someone. To prevent the world from being destroyed, the demon has to be sealed and the only one who can do it is the shrine maiden Shion from the country of demons, who has two powers; one is sealing demons and the other is predicting the deaths of humans. This time Naruto's mission is to guard Shion, but she predicts Naruto's death. The only way to escape it, is to get away from Shion, which would leave her unguarded, then the demon, whose only goal is to kill Shion will do so, thus meaning the end of the world. Naruto decides to challenge this ""prediction of death.""",53.455,/vDkct38sSFSWJIATlfJw0l3QOIR.jpg,2007-08-04,Naruto Shippuden the Movie,False,7.4,994
False,/l7XRMURNroPYajcqLlWxyzUlucW.jpg,"[28, 18, 36]",1579,en,Apocalypto,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",68.704,/v53H0HzSVXo59hyfcUKeZApLMvw.jpg,2006-12-07,Apocalypto,False,7.6,5569
False,/s7MXg9Srra1aptzaTkvtnHVYSF8.jpg,"[18, 10749]",19173,es,Diario de una ninfómana,"A chronicle of the life of a middle-class French girl's sexual adventures, her then fall into prostitution, and her ultimate redemption.",60.199,/yVYTeiFv7oQsSQF9OBRngg7ZqLg.jpg,2008-10-17,Diary of a Nymphomaniac,False,5.583,314
False,/70Rm9ItxKuEKN8iu6rNjfwAYUCJ.jpg,"[27, 9648, 53]",760104,en,X,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",65.709,/lopZSVtXzhFY603E9OqF7O1YKsh.jpg,2022-03-17,X,False,6.8,3308
False,/q5HZvtyqG8Vz39Ee9uTQbLeEml.jpg,"[16, 18]",378064,ja,映画 聲の形,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",56.692,/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg,2016-09-17,A Silent Voice: The Movie,False,8.4,3988
False,/A2g1tlceVs7liy765ozaJ27aH0M.jpg,"[14, 10751, 12, 18]",1365044,no,Snøsøsteren,"A young boy whose grieving family has forgotten about Christmas forms an unexpected, healing bond with a bubbly girl full of holiday spirit.",55.384,/ArMZ9DEw3ajkLYNmj3iXdveO9oQ.jpg,2024-11-28,The Snow Sister,False,7.5,47
